"ID","Name","Owner","People","Open deals","Organization created","Update time","Visible to","Next activity date","Last activity date","Won deals","Lost deals","Closed deals","Total activities","Done activities","Activities to do","Email messages count","Profile picture","Address","Latitude of Address","Longitude of Address","Apartment/suite no of Address","House number of Address","Street/road name of Address","District/sublocality of Address","City/town/village/locality of Address","State/county of Address","Region of Address","Country of Address","ZIP/Postal code of Address","Full/combined address of Address","Label","Labels","Website","LinkedIn profile","Industry","Annual revenue","Number of employees","Doors"
"4294","American Power Conversion","Bill Douglas","1","0","2020-05-21 18:50:21","2023-12-08 09:29:00","All users","","","0","0","0","0","0","0","19","","","","","","","","","","","","","","","","","","","","","",""
"4295","Vendor Programs and Services","Bill Douglas","1","0","2020-05-21 18:50:21","2025-04-30 18:34:00","All users","","","0","0","0","0","0","0","176","","","","","","","","","","","","","","","","","","","","","",""
"4296","Airwavz Solutions, LLC","Bill Douglas","5","0","2020-05-21 18:50:22","2023-12-08 09:29:16","All users","","","0","0","0","0","0","0","196","","","","","","","","","","","","","","","","","","","","","",""
"4297","Pace Electrical Contractors, Inc.","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4298","JA Fielden Co. Inc.","Bill Douglas","1","0","2020-05-21 18:50:22","2025-03-26 15:45:43","All users","","","0","0","0","0","0","0","338","","","","","","","","","","","","","","","","","","","","","",""
"4299","Pediatrix Medical Group","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4300","Hoffman Nies Dave LLP (f/k/a Hoffman Crews Nies Waggener & Foster LLP)","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","6","","","","","","","","","","","","","","","","","","","","","",""
"4301","DaVinci Institute","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","10","","","","","","","","","","","","","","","","","","","","","",""
"4302","Aruba HPA","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","8","","","","","","","","","","","","","","","","","","","","","",""
"4303","EMR Associates Inc","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","",""
"4304","Security Central, Inc","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","8","","","","","","","","","","","","","","","","","","","","","",""
"4305","KeyBank Treasury Services","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","15","","","","","","","","","","","","","","","","","","","","","",""
"4306","A.s. Wise","Bill Douglas","2","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","7","","","","","","","","","","","","","","","","","","","","","",""
"4307","Corporate Finance, LLC","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","",""
"4308","Hewlett Packard Enterprise Co","Bill Douglas","3","0","2020-05-21 18:50:22","2023-12-08 09:29:05","All users","","","0","0","0","0","0","0","90","","","","","","","","","","","","","","","","","","","","","",""
"4309","Incorporated","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4310","Rutter Mills LLP","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4311","Atlantic Business Systems, Inc.","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","",""
"4312","Haselden Construction","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","22","","","","","","","","","","","","","","","","","","","","","",""
"4313","N.io","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","","",""
"4314","Ruschmeyer Corporation","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4315","Scottdale Properties, Inc.","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","",""
"4316","DivvyPay","Bill Douglas","1","0","2020-05-21 18:50:22","2023-12-08 09:29:00","All users","","","0","0","0","0","0","0","33","","","","","","","","","","","","","","","","","","","","","",""
"4317","The Colorado Group Inc.","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4318","Hispanic Chamber of Commerce of Metro Denver","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","5","","","","","","","","","","","","","","","","","","","","","",""
"4319","Fios Capital, LLC.","Bill Douglas","1","0","2020-05-21 18:50:22","2023-07-19 08:11:33","All users","","","0","0","0","0","0","0","14","","","","","","","","","","","","","","","","","","","","","",""
"4320","EVOO MARKETPLACE LLC","Bill Douglas","2","0","2020-05-21 18:50:22","2020-05-21 18:50:32","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4321","David&Goliath","Bill Douglas","1","0","2020-05-21 18:50:22","2023-12-08 09:30:16","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4322","Digi-Key Electronics","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:22","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4323","8020 Builders, LLC","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:23","All users","","","0","0","0","0","0","0","5","","","","","","","","","","","","","","","","","","","","","",""
"4324","360 Ecosystem Solutions","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:23","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4325","Partner Communications","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:23","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4326","A/R Funding, Inc","Bill Douglas","1","0","2020-05-21 18:50:22","2020-05-21 18:50:23","All users","","","0","0","0","0","0","0","11","","","","","","","","","","","","","","","","","","","","","",""
"4327","PARTNERS COMMUNICATIONS SERVICES INC","Bill Douglas","1","0","2020-05-21 18:50:23","2023-12-08 09:29:00","All users","","","0","0","0","0","0","0","79","","","","","","","","","","","","","","","","","","","","","",""
"4328","JA Fielden GC","Bill Douglas","1","0","2020-05-21 18:50:23","2023-07-10 06:40:00","All users","","","0","0","0","0","0","0","35","","","","","","","","","","","","","","","","","","","","","",""
"4329","HPE","Bill Douglas","1","0","2020-05-21 18:50:23","2024-10-29 13:18:13","All users","","","0","0","0","0","0","0","132","","","","","","","","","","","","","","","","","","","","","",""
"4330","Mcdonald VW","Bill Douglas","1","0","2020-05-21 18:50:23","2020-05-21 18:50:23","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4331","APC by Schneider Electric","Bill Douglas","1","0","2020-05-21 18:50:23","2020-05-21 18:50:23","All users","","","0","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","","",""
"4332","TIGER INFRASTRUCTURE PARTNERS (UK) LLP","Bill Douglas","1","0","2020-05-21 18:50:23","2020-05-21 18:50:23","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4333","Cardinal Group","Bill Douglas","2","1","2020-05-21 18:50:24","2025-10-29 14:52:14","All users","2025-10-30","2025-10-06","0","0","0","3","2","1","3","","","","","","","","","","","","","","","","","","","","","",""
"4334","Westbourne Capital Partners","Bill Douglas","1","0","2020-05-21 18:50:24","2020-05-21 18:50:24","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4335","JA Fielden","Bill Douglas","1","0","2020-05-21 18:50:24","2020-05-21 18:50:24","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4336","FastMail","Bill Douglas","1","0","2020-05-21 18:50:24","2020-05-21 18:50:24","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4337","Next Frontier Capital","Bill Douglas","1","0","2020-05-21 18:50:24","2020-05-21 18:50:24","All users","","","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","",""
"4338","Reclaimed DesignWorks","Bill Douglas","1","0","2020-05-21 18:50:24","2020-05-21 18:50:24","All users","","","0","0","0","0","0","0","32","","","","","","","","","","","","","","","","","","","","","",""
"4339","Trailbreak Partners LLC","Bill Douglas","1","0","2020-05-21 18:50:24","2023-12-08 09:29:32","All users","","","0","0","0","0","0","0","95","","","","","","","","","","","","","","","","","","","","","",""
"4340","Pairin","Bill Douglas","1","0","2020-05-21 18:50:24","2020-05-21 18:50:24","All users","","","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","",""
"4341","Skyline Partners","Bill Douglas","1","0","2020-05-21 18:50:24","2020-05-21 18:50:24","All users","","","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","",""
"4342","Texas Advanced Computing Center (TACC)","Bill Douglas","1","0","2020-05-21 18:50:24","2020-05-21 18:50:24","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4343","CannaDesign Services","Bill Douglas","1","0","2020-05-21 18:50:24","2023-12-08 09:29:01","All users","","","0","0","0","0","0","0","34","","","","","","","","","","","","","","","","","","","","","",""
"4344","Niagara Bottling","Bill Douglas","1","0","2020-05-21 18:50:24","2020-05-21 18:50:24","All users","","","0","0","0","0","0","0","20","","","","","","","","","","","","","","","","","","","","","",""
"4345","Rockies.com","Bill Douglas","1","0","2020-05-21 18:50:24","2020-05-21 18:50:24","All users","","","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","",""
"4346","CO - Real Estate","Bill Douglas","1","0","2020-05-21 18:50:24","2020-05-21 18:50:24","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4347","Better Efficiency Solutions & Technologies","Bill Douglas","1","0","2020-05-21 18:50:24","2020-05-21 18:50:25","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4348","Cnst Mgmt for Cardinal","Bill Douglas","1","0","2020-05-21 18:50:25","2020-05-21 18:50:25","All users","","","0","0","0","0","0","0","13","","","","","","","","","","","","","","","","","","","","","",""
"4349","Infinity Growth Group","Bill Douglas","1","0","2020-05-21 18:50:25","2020-05-21 18:50:25","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4350","ELEVATE SERVICES GROUP","Bill Douglas","1","0","2020-05-21 18:50:25","2020-05-21 18:50:25","All users","","","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","",""
"4351","Third Drive","Bill Douglas","1","0","2020-05-21 18:50:25","2020-05-21 18:50:25","All users","","","0","0","0","0","0","0","5","","","","","","","","","","","","","","","","","","","","","",""
"4352","Stonehenge Real Estate Group Consulting LLC","Bill Douglas","1","0","2020-05-21 18:50:25","2020-05-21 18:50:25","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4353","Xcel Communications","Bill Douglas","1","0","2020-05-21 18:50:25","2025-11-07 08:11:14","All users","","","0","0","0","0","0","0","15","","","","","","","","","","","","","","","","","","","","","",""
"4354","PurchaseControl","Bill Douglas","1","0","2020-05-26 19:28:10","2023-12-08 09:29:16","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4355","IRS 2020  CapEx","Bill Douglas","0","0","2020-06-17 13:06:05","2020-07-07 21:49:03","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4356","2020-May-15 TM - Occidental OP Campus Firewall","Bill Douglas","0","0","2020-06-17 13:06:06","2020-08-16 13:59:04","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4357","RMCW","Bill Douglas","1","0","2020-06-22 22:32:29","2023-07-20 19:27:52","All users","","","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","",""
"4358","Intelepeer","Bill Douglas","0","0","2020-06-23 22:23:03","2020-08-31 23:41:27","All users","","","0","0","0","0","0","0","17","","","","","","","","","","","","","","","","","","","","","",""
"4359","AlphaGraphics","Bill Douglas","1","0","2020-07-06 12:09:07","2020-07-06 12:09:07","All users","","","0","0","0","0","0","0","0","","8290 West 80th Ave Arvada CO 80005 United States of America","","","","8290","West 80th Avenue","","Arvada","Colorado","Jefferson County","United States","80005","8290 W 80th Ave, Arvada, CO 80005, USA","","","","","","","",""
"4360","Dielmann Sotheby's International Realty","Bill Douglas","1","0","2020-07-06 12:09:51","2020-07-06 12:09:52","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4361","Barnes Group Inc.","Bill Douglas","1","0","2020-07-06 12:10:24","2020-07-06 12:10:24","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4362","What the Fitness LLC","Bill Douglas","1","0","2020-07-06 12:10:35","2020-07-06 12:10:35","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4363","Everyone","Bill Douglas","1","0","2020-07-06 12:10:47","2020-07-06 12:10:47","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4364","Farwest Corrosion Control Company","Bill Douglas","1","0","2020-07-06 12:11:00","2020-07-06 12:11:01","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
